,Желаемая вакансия,Желаемая зарплата,Пол,Возраст,Местонахождения,Общий стаж,Работодатели,Ключевые навыки,Образование,Знание языков
431,Ведущий менеджер по продажам,50 000 руб.,Мужчина,23 года,МОСКВА,Опыт работы 3 года 10 месяцев,"['ТОП-ЛАЙН', 'КРАСНОЕ & БЕЛОЕ, РОЗНИЧНАЯ СЕТЬ', 'МАКДОНАЛДС']","['ГРАМОТНАЯ РЕЧЬ', 'ТОЛЕРАНТНОСТЬ', 'УМЕНИЕ РАБОТАТЬ В КОЛЛЕКТИВЕ']","['НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ ""МИСИС"" (МОСКОВСКИЙ ИНСТИТУТ СТАЛИ И СПЛАВОВ), МОСКВА']","['РУССКИЙ', 'НЕМЕЦКИЙ']"
432,Менеджер по продажам услуг удаленно,40 000 руб.,Женщина,42 года,КРАСНОДАР,Опыт работы 5 лет 1 месяц,"['KONKOR.CROUP.', 'О’КЕЙ – ФЕДЕРАЛЬНАЯ РОЗНИЧНАЯ СЕТЬ', 'МАГНИТ, РОЗНИЧНАЯ СЕТЬ']",['ДОВОДИТЬ ДЕЛО ДО КОНЦА.'],['ПХК'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
433,Менеджер по продажам,50 000 руб.,Женщина,38 лет,ВОЛЖСКИЙ(ВОЛГОГРАДСКАЯ ОБЛАСТЬ),Опыт работы 13 лет 11 месяцев,"['ПМЦ2015', 'ООО ""ПРОФСЕРВИС""', 'ИП КУЛИК', 'ООО ""ЕВРОМАНИЯ""']","['1С: ТОРГОВЛЯ И СКЛАД', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', '1С: ПРЕДПРИЯТИЕ 8', 'КОНТРОЛЬ ДЕБИТОРСКОЙ ЗАДОЛЖЕННОСТИ', 'ПЕРВИЧНАЯ ДОКУМЕНТАЦИЯ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'НАВЫКИ ПРОДАЖ', 'ПОДГОТОВКА КОММЕРЧЕСКИХ ПРЕДЛОЖЕНИЙ', 'ХОЛОДНЫЕ ЗВОНКИ', 'КЛИЕНТООРИЕНТИРОВАННОСТЬ', 'РАБОТА С БОЛЬШИМ ОБЪЕМОМ ИНФОРМАЦИИ', 'ОФИСНАЯ ТЕХНИКА']","['СОВРЕМЕННАЯ ГУМАНИТАРНАЯ АКАДЕМИЯ, МОСКВА']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
434,Менеджер по продажам,70 000 руб.,Мужчина,24 года,МОСКВА,Опыт работы 7 лет 1 месяц,"['OOO «АЙЗЕЛ.РУ» ', 'INVENTIVE RETAIL GROUP', 'КОФЕ ХАУЗ, ООО', 'LUSH', 'МАКДОНАЛДС', 'ЦУМ, ТД']","['MS OUTLOOK', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'INTERNET', '1С: ПРЕДПРИЯТИЕ', '1С: БУХГАЛТЕРИЯ', 'НАВЫКИ ПРОДАЖ', '1С: ПРЕДПРИЯТИЕ: РОЗНИЦА', 'РОЗНИЧНАЯ ТОРГОВЛЯ', 'РАБОТА С БОЛЬШИМ ОБЪЕМОМ ИНФОРМАЦИИ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'CRM', 'MS WORD', 'SMM', 'ГРАМОТНАЯ РЕЧЬ']","['РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ГУМАНИТАРНЫЙ УНИВЕРСИТЕТ, МОСКВА']","['РУССКИЙ', 'АНГЛИЙСКИЙ', 'КОРЕЙСКИЙ']"
435,Менеджер по продажам автозапчастей,70 000 руб.,Мужчина,30 лет,МОСКВА,Опыт работы 12 лет 2 месяца,"['ЗАО «КЭМП""', 'ООО ""АТЛАНТ-СЕРВИС""', 'ИП ХИЖНЯК А.В.', 'ИП ДЯЧУК К.А.', 'ИП ЛУКАШЕНКО А.А.', 'ООО ""ГОРОДСКАЯ ОБЪЕДИНЕННАЯ СЛУЖБА ТАКСИ""']","['ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'ЗНАНИЕ УСТРОЙСТВА АВТОМОБИЛЯ', 'ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'MS OFFICE', 'MS WORD', 'РАБОТА В КОМАНДЕ', 'РАБОТА С КЛИЕНТАМИ', 'МОБИЛЬНОСТЬ', 'РЕМОНТНЫЕ РАБОТЫ', '1С: УПРАВЛЕНИЕ ТОРГОВЛЕЙ']","['ГОУ СПО ""ПОЖАРНЫЙ КОЛЛЕДЖ №57""']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
436,Менеджер по продажам,25 000 руб.,Женщина,41 год,ПРОКОПЬЕВСК,Опыт работы 10 лет 4 месяца,"['ИП ВЕРНЕР ПЛАСТИКОВЫЕ ОКНА', 'ИП КИСЕЛЕВ САЛОН СОТОВОЙ СВЯЗИ']","['ПОЛЬЗОВАТЕЛЬ ПК', 'ОРГАНИЗАТОРСКИЕ НАВЫКИ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'РАБОТА С ЖАЛОБАМИ КЛИЕНТОВ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'РАБОТА С КАССОЙ', 'ГРАМОТНАЯ РЕЧЬ', 'ДОКУМЕНТООБОРОТ', 'ПРЯМЫЕ ПРОДАЖИ']",['АГРОКОЛЛЕДЖ'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
437,Менеджер по продажам,50 000 руб.,Мужчина,23 года,САНКТ-ПЕТЕРБУРГ,Опыт работы 2 года 4 месяца,"['ООО""АРМАТУРЗ""', 'АО НПО ""КВАНТ""', 'ЗАО НМЗ ""ЭНЕРГИЯ""']","['УПРАВЛЕНИЕ ПРОЕКТАМИ', 'РАБОТА С ПОСТАВЩИКАМИ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'КОНТРОЛЬ ПОСТАВОК', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'ПОДГОТОВКА КОММЕРЧЕСКИХ ПРЕДЛОЖЕНИЙ', 'УЧАСТИЕ В ТЕНДЕРАХ', 'КОММУНИКАБЕЛЬНОСТЬ', 'ГРАМОТНАЯ РЕЧЬ']",['ПТК НОВГУ'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
438,Менеджер по продажам,95 000 руб.,Мужчина,36 лет,МОСКВА,Опыт работы 13 лет 2 месяца,"['SANOVO TECHNOLOGY VOSTOK', 'РЕММА ИНТЕРНЕШНЛ', 'CORALINA ENGENEERING', 'ЗАО ЗЭМ РКК ""ЭНЕРГИЯ""']","['ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'ВЕДЕНИЕ ПЕРЕПИСКИ', 'РАБОТА В КОМАНДЕ', 'ПРОВЕДЕНИЕ ПРЕЗЕНТАЦИЙ', 'ОБУЧЕНИЕ ПЕРСОНАЛА', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'MS OUTLOOK', 'MS POWERPOINT', 'АНГЛИЙСКИЙ ЯЗЫК', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'НАВЫКИ ПРОДАЖ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'INTERNET', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'ДЕЛОВАЯ КОММУНИКАЦИЯ', 'AUTOCAD', 'ПОДГОТОВКА КОММЕРЧЕСКИХ ПРЕДЛОЖЕНИЙ', 'ОРИЕНТАЦИЯ НА РЕЗУЛЬТАТ', 'СОГЛАСОВАНИЕ ДОГОВОРОВ', 'MS OFFICE', 'ГИБКОСТЬ', 'РАБОТА НА ВЫСТАВКАХ', 'ADOBE ACROBAT', 'УПРАВЛЕНИЕ ПРОЕКТАМИ']","['МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ""МАМИ"", МОСКВА', 'МЫТИЩИНСКИЙ ФИЛИАЛ МГТУ ИМ. Н.Э. БАУМАНА (МГУЛ)', 'МОСКОВСКИЕ ГОРОДСКИЕ КУРСЫ ИНОСТРАННЫХ ЯЗЫКОВ №2']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
439,Менеджер по продажам автозапчастей для иномарок,25 000 руб.,Мужчина,39 лет,СТАРЫЙ ОСКОЛ,Опыт работы 6 лет 2 месяца,['АВТО ТЕХ ЦЕНТР ОРИГИНАЛ'],"['ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ, АКТИВНЫЕ ПРОДАЖ']",['ГЕОЛОГО РАЗВЕДОЧНЫЙ ТЕХНИКУМ'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
440,менеджер по продажам,30 000 руб.,Мужчина,32 года,ИЖЕВСК,Опыт работы 9 лет 10 месяцев,"['ООО БЛАГОДАР', 'MEDIA MARKT И SATURN', 'ЮЛМАРТ', 'ЦЕНТР КОРПОРАЦИЯ']","['ПРЕТЕНЗИОННАЯ РАБОТА', 'НАСТОЙЧИВОСТЬ', 'СТРЕССОУСТОЙЧИВОСТЬ', 'ПРОГРАММЫ ЛОЯЛЬНОСТИ']",['МЕХАНИЧЕСКИЙ ЛИЦЕЙ №9'],['РУССКИЙ']
441,Менеджер по продажам,40 000 руб.,Мужчина,21 год,ТОЛЬЯТТИ,Опыт работы 3 года 1 месяц,"['КОМФОРТ СЕРВИС', 'РОСТЕЛЕКОМ', 'FACE BAR', 'OJ,MAISON,BQ']","['УМЕНИЕ РАБОТАТЬ В КОМАНДЕ', 'ДОБРОСОВЕСТНОСТЬ', 'ОРИЕНТАЦИЯ НА РЕЗУЛЬТАТ', 'УПРАВЛЕНИЕ ПЕРСОНАЛОМ', 'ОБУЧЕНИЕ ПЕРСОНАЛА', 'АКТИВНЫЕ ПРОДАЖИ', 'НАВЫКИ ПРОДАЖ', 'ПРЯМЫЕ ПРОДАЖИ', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'ХОЛОДНЫЕ ПРОДАЖИ', 'ТРЕНИНГИ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'РАБОТА В КОМАНДЕ', 'ТЕХНИКИ ПРОДАЖ', 'ОПЕРАТИВНЫЙ ПОИСК ИНФОРМАЦИИ В СЕТИ ИНТЕРНЕТ', 'ПРОВЕДЕНИЕ ТРЕНИНГА ДЛЯ НОВЫХ СОТРУДНИКОВ', 'РАБОТА С ЖАЛОБАМИ КЛИЕНТОВ', 'РАБОТА С БОЛЬШИМ ОБЪЕМОМ ИНФОРМАЦИИ']","['ТГУ', 'УЧЕБНЫЙ  ЦЕНТР']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
442,Менеджер по продажам автозапчастей,70 000 руб.,Мужчина,30 лет,МОСКВА,Опыт работы 12 лет 2 месяца,"['ЗАО «КЭМП""', 'ООО ""АТЛАНТ-СЕРВИС""', 'ИП ХИЖНЯК А.В.', 'ИП ДЯЧУК К.А.', 'ИП ЛУКАШЕНКО А.А.', 'ООО ""ГОРОДСКАЯ ОБЪЕДИНЕННАЯ СЛУЖБА ТАКСИ""']","['ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'ЗНАНИЕ УСТРОЙСТВА АВТОМОБИЛЯ', 'ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'MS OFFICE', 'MS WORD', 'РАБОТА В КОМАНДЕ', 'РАБОТА С КЛИЕНТАМИ', 'МОБИЛЬНОСТЬ', 'РЕМОНТНЫЕ РАБОТЫ', '1С: УПРАВЛЕНИЕ ТОРГОВЛЕЙ']","['ГОУ СПО ""ПОЖАРНЫЙ КОЛЛЕДЖ №57""']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
443,Региональный менеджер по продажам,35 000 руб.,Мужчина,47 лет,НОВОСИБИРСК,Опыт работы 19 лет 9 месяцев,"['ООО ""АМАКС ГРУПП"" - ЗАВОД ТЕПЛОИЗОЛЯЦИИ. ПРОИЗВОДИТЕЛЬ ВЫСОКОТЕМПЕРАТУРНЫХ ТЕПЛОИЗОЛЯЦИОННЫХ МАТЕРИАЛОВ (МАТЫ ПРОШИВНЫЕ МИНЕРАЛОВАТНЫЕ, МАТЫ БАЗАЛЬТОВЫЕ, ЦИЛИНДРЫ МИНЕРАЛОВАТНЫЕ)', 'ООО ""КОМПАНИЯ ТВИСТ"" - ОПТОВАЯ ТОРГОВЛЯ FMCG - СЕТЕВОЙ РИТЕЙЛ, ОБОРУДОВАНИЕ И ХИМИЯ ДЛЯ КЛИНИНГОВЫХ КОМПАНИЙ, В2В, В2С, В2D, КОМПЛЕКСНОЕ СНАБЖЕНИЕ ПРЕДПРИЯТИЙ И ОРГАНИЗАЦИЙ', 'ООО ""СОФТ ПАППЕРИ ТРЕЙД"" - КЛИНИНГОВОЕ ОБОРУДОВАНИЕ И УБОРОЧНЫЙ ИНВЕНТАРЬ, ГИГИЕНА,ХИМИЯ']","['ОСНОВНЫЕ ТЕХНИКИ ПРОДАЖ, УПРАВЛЕНИЕ ПЕРСОНАЛОМ.', 'РАБОТА С ТЕКУЩЕЙ БАЗОЙ КЛИЕНТОВ', 'РАЗВИТИЕ КЛЮЧЕВЫХ КЛИЕНТОВ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'B2B ПРОДАЖИ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'CRM', '1С: ПРЕДПРИЯТИЕ 8', 'РЕГИОНАЛЬНОЕ РАЗВИТИЕ', 'КЛИЕНТООРИЕНТИРОВАННОСТЬ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'КОНТРОЛЬ ДЕБИТОРСКОЙ ЗАДОЛЖЕННОСТИ', 'АКТИВНЫЕ ПРОДАЖИ', 'ДЕЛОВАЯ КОММУНИКАЦИЯ']","['НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ, НОВОСИБИРСК', 'БИТРИКС-24, AMO-CRM', 'ЭФФЕКТИВНЫЕ ПРИЕМЫ ТЕХНИКИ ПРОДАЖ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
444,Менеджер по продажам,40 000 руб.,Мужчина,37 лет,САМАРА,Опыт работы 6 лет 10 месяцев,"['ФАБРИКА ТОРТОВ', 'ООО ""САМПО-ТРЕЙД""', 'ООО ""САМПО-ТРЕЙД""']","['ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'РАЗВИТИЕ ПРОДАЖ', 'СОВРЕМЕННАЯ РОЗНИЦА', 'УПРАВЛЕНИЕ ОТНОШЕНИЯМИ С КЛИЕНТАМИ', 'КОНТРОЛЬ РАБОТЫ ПРОМОУТЕРОВ', 'МЕРЧЕНДАЙЗИНГ', 'МОНИТОРИНГ РЫНКА']","['САМАРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, САМАРА']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
445,Менеджер по продажам,35 000 руб.,Женщина,33 года,БАРНАУЛ,Опыт работы 12 лет 5 месяцев,"['ИП', 'ООО ""НАДЕЖНЫЙ""', 'ДОМО-СТИЛЬ', 'КРАФТ- СТИЛЬ', 'ОТП БАНК, ОАО (OTP BANK)', 'ЭЛЬДОРАДО', 'ЮГОРИЯ, ГОСУДАРСТВЕННАЯ СТРАХОВАЯ КОМПАНИЯ ОАО', 'АКГУП ФАРМАЦИЯ']","['1С: КОМПЛЕКСНАЯ АВТОМАТИЗАЦИЯ', 'ПОЛЬЗОВАТЕЛЬ ПК', '1С-БИТРИКС', 'CRM']","['АЛТАЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, БАРНАУЛ']","['РУССКИЙ', 'НЕМЕЦКИЙ']"
446,Территориальный менеджер по продажам,45 000 руб.,Женщина,45 лет,ЯРОСЛАВЛЬ,Опыт работы 17 лет 10 месяцев,"['ООО АГРИН ФОРВАРД', 'ООО ФАБРИКА ДЕЛИКАТЕСОВ (ДУБКИ)', 'ИП ИВАНОВА Л.А.']","['РАБОТА С ДЕБИТОРСКОЙ ЗАДОЛЖЕННОСТЬЮ', 'КОНТРОЛЬ ДЕБИТОРСКОЙ ЗАДОЛЖЕННОСТИ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'РАБОТА С ТЕКУЩЕЙ БАЗОЙ КЛИЕНТОВ', 'ТРАДИЦИОННАЯ РОЗНИЦА', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'МЕРЧЕНДАЙЗИНГ', 'ХОЛОДНЫЕ ПРОДАЖИ', 'АКТИВНЫЕ ПРОДАЖИ', 'ПРОВЕДЕНИЕ ПРОМО АКЦИЙ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'АНАЛИТИКА ПРОДАЖ', 'СОВРЕМЕННАЯ РОЗНИЦА', 'ПРЯМЫЕ ПРОДАЖИ', 'ПЛАНИРОВАНИЕ ПРОДАЖ', 'ПРОДАЖИ ЧЕРЕЗ ДИСТРИБЬЮТОРОВ', 'РАЗВИТИЕ ПРОДАЖ', 'ЛОКАЛЬНЫЕ СЕТИ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'РАБОТА В КОМАНДЕ', 'НАВЫКИ ПРОДАЖ', '1С: ТОРГОВЛЯ И СКЛАД', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'РАБОТА С БОЛЬШИМ ОБЪЕМОМ ИНФОРМАЦИИ', 'КОНТРОЛЬ ОТГРУЗОК', 'ОРИЕНТАЦИЯ НА РЕЗУЛЬТАТ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ДЕЛОВАЯ ПЕРЕПИСКА']",['ТОРГОВЫЙ ТЕХНИКУМ'],['РУССКИЙ']
447,Менеджер по продажам,50 000 руб.,Мужчина,29 лет,ЕКАТЕРИНБУРГ,Опыт работы 5 лет 11 месяцев,"['РУСТОВЕК', 'NESPRESSO', 'PHILIPS', 'НОРД, ДОМ БЫТОВОЙ ТЕХНИКИ']","['КОММУНИКАБЕЛЬНОСТЬ', 'ОБУЧАЕМОСТЬ', 'СТРЕССОУСТОЙЧИВОСТЬ']","['УГК ИМ. И.И. ПОЛЗУНОВА', 'ТЕХНОЛОГИЯ ПРОДАЖ', 'УПРАВЛЕНИЕ МАГАЗИНОМ']",['РУССКИЙ']
448,Менеджер по продажам,300 000 KZT,Мужчина,28 лет,КОСТАНАЙ,Опыт работы 7 лет 11 месяцев,"['TOO АВТОДОМ MOTORS KST', 'ТОО КОКТЕМ', 'ТОО РАДУГА']","['АКТИВНОСТЬ, КОМУНИКАБЕЛЬНОСТЬ, ОПЫТ ПРОДАЖ И МЕРЧЕНДАЙЗЕНГА, 1С,EXEL.']","['ГУ КПШ ДОКО', 'TOO АВТОДОМ MOTORS KST']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
449,Менеджер по продажам и работе с клиентами,40 000 руб.,Мужчина,31 год,МОСКВА,Опыт работы 7 лет 2 месяца,['ООО АНВЕСТ-ФАРМ'],"['СОСТАВЛЕНИЕ ДОГОВОРОВ', 'НАВЫКИ ПРОДАЖ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ГРАМОТНАЯ РЕЧЬ']",['МОСКОВСКИЙ ГОССУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПИЩЕВЫХ ПРОИЗВОДСТВ'],['РУССКИЙ']
450,Менеджер по продажам,60 000 руб.,Женщина,23 года,ВИДНОЕ,Опыт работы 4 года 2 месяца,"['РИДЖНЛ ДЕВЕЛОПМЕНТ ЭНД ИНВЕСТМЕНТ ГРУП (ООО АРДИАЙ ГРУП)', 'РЕМАК РУС,ООО', 'МОСКОВСКИЙ АЭРОПОРТ ДОМОДЕДОВО']","['САМОСТОЯТЕЛЬНОСТЬ', 'ЧЕСТНОСТЬ', 'MS EXCEL', 'MS WORD', 'CRM', '1С: ДОКУМЕНТООБОРОТ']","['АКАДЕМИЯ ТРУДА И СОЦИАЛЬНЫХ ОТНОШЕНИЙ (ВШПД ВЦСПС ИМ. Н.М. ШВЕРНИКА), МОСКВА', 'ПРОФЕССИОНАЛЬНЫЙ КОЛЛЕДЖ МОСКОВИЯ']",['РУССКИЙ']
451,Менеджер по продажам,100 000 руб.,Мужчина,27 лет,МОСКВА,Опыт работы 5 лет 5 месяцев,"['ООО АВТОПРЕМЬЕР-М NISSAN-DATSUN', 'ООО ( АТЦ ОЙЛ-МАРКЕТ )', 'ООО ТК СТАРТ']","['CRM', 'INTERNET', 'MS OUTLOOK', 'АКТИВНЫЕ ПРОДАЖИ', 'УПРАВЛЕНИЕ ПРОДАЖАМИ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', '1С: ТОРГОВЛЯ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'ПРОВЕДЕНИЕ ПРЕЗЕНТАЦИЙ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'РАЗВИТИЕ ПРОДАЖ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'MS INTERNET EXPLORER', 'ПОЛЬЗОВАТЕЛЬ ПК']","['РОССИЙСКИЙ ЭКОНОМИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Г.В. ПЛЕХАНОВА, МОСКВА', 'ПЛ 136']",['АНГЛИЙСКИЙ']
452,менеджера по продажам,30 000 руб.,Женщина,39 лет,БЕЛГОРОД,Опыт работы 15 лет 2 месяца,"['ООО ""ФЛЕСКО-ПАК""', 'ООО МЕТИЗНАЯ ""КОМПАНИЯ ""БЕЛОГОРЬЕ""', 'ЗАО ""Ф.О.Н.""', 'ООО ""ТОРГОВЫЙ ДОМ ""ЮЛИЯ""', 'ООО «ЭЛЕКТРОПРОМСНАБ»', 'ООО «СТАНДАРТ-ЭНЕРГО»', 'ООО «БЕЛСТАР-ПЛЮС»']","['ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', '1С: ТОРГОВЛЯ И СКЛАД', 'АКТИВНЫЕ ПРОДАЖИ', 'ХОЛОДНЫЕ ПРОДАЖИ', 'КОНСУЛЬТИРОВАНИЕ', 'ДОКУМЕНТАЛЬНОЕ СОПРОВОЖДЕНИЕ', 'РАБОТА С ДЕБИТОРСКОЙ ЗАДОЛЖЕННОСТЬЮ', 'ПРЯМЫЕ ПРОДАЖИ', 'РАЗВИТИЕ ПРОДАЖ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'КОНТРОЛЬ ДЕБИТОРСКОЙ ЗАДОЛЖЕННОСТИ', 'РАБОТА С ТЕКУЩЕЙ БАЗОЙ КЛИЕНТОВ', '1С: ПРЕДПРИЯТИЕ 8', '1С: БУХГАЛТЕРИЯ']",['БЕЛГОРОДСКИЙ МЕХАНИКО-ТЕХНОЛОГИЧЕСКИЙ КОЛЛЕДЖ'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
453,менеджер по продажам,100 000 руб.,Женщина,27 лет,УФА,Опыт работы 7 лет 11 месяцев,"['ООО ТЕХНОПРОФ', 'ООО ВЕГА', 'ООО УСПЕХ ШЕСТЬДЕСЯТ', 'ООО ТАНУКИ', 'ООО КОСМИК БОУЛИНГ']","['B2B ПРОДАЖИ', 'АКТИВНЫЕ ПРОДАЖИ', 'УПРАВЛЕНИЕ ПРОДАЖАМИ', 'УПРАВЛЕНИЕ ПРОЕКТАМИ', 'УПРАВЛЕНИЕ ПЕРСОНАЛОМ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'ПРЯМЫЕ ПРОДАЖИ', 'CRM', 'НАВЫКИ ПРОДАЖ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', '1С: ТОРГОВЛЯ', 'ХОЛОДНЫЕ ЗВОНКИ', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'ДЕЛОВОЕ ОБЩЕНИЕ']",['БАШГУ'],"['РУССКИЙ', 'АНГЛИЙСКИЙ', 'БАШКИРСКИЙ']"
454,Менеджер по продажам,70 000 руб.,Мужчина,24 года,МОСКВА,Опыт работы 7 лет 1 месяц,"['OOO «АЙЗЕЛ.РУ» ', 'INVENTIVE RETAIL GROUP', 'КОФЕ ХАУЗ, ООО', 'LUSH', 'МАКДОНАЛДС', 'ЦУМ, ТД']","['MS OUTLOOK', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'INTERNET', '1С: ПРЕДПРИЯТИЕ', '1С: БУХГАЛТЕРИЯ', 'НАВЫКИ ПРОДАЖ', '1С: ПРЕДПРИЯТИЕ: РОЗНИЦА', 'РОЗНИЧНАЯ ТОРГОВЛЯ', 'РАБОТА С БОЛЬШИМ ОБЪЕМОМ ИНФОРМАЦИИ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'CRM', 'MS WORD', 'SMM', 'ГРАМОТНАЯ РЕЧЬ']","['РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ГУМАНИТАРНЫЙ УНИВЕРСИТЕТ, МОСКВА']","['РУССКИЙ', 'АНГЛИЙСКИЙ', 'КОРЕЙСКИЙ']"
455,Менеджер по продажам,25 000 руб.,Женщина,41 год,ПРОКОПЬЕВСК,Опыт работы 10 лет 4 месяца,"['ИП ВЕРНЕР ПЛАСТИКОВЫЕ ОКНА', 'ИП КИСЕЛЕВ САЛОН СОТОВОЙ СВЯЗИ']","['ПОЛЬЗОВАТЕЛЬ ПК', 'ОРГАНИЗАТОРСКИЕ НАВЫКИ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'РАБОТА С ЖАЛОБАМИ КЛИЕНТОВ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'РАБОТА С КАССОЙ', 'ГРАМОТНАЯ РЕЧЬ', 'ДОКУМЕНТООБОРОТ', 'ПРЯМЫЕ ПРОДАЖИ']",['АГРОКОЛЛЕДЖ'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
